item_pedido_id,pedido_id,produto_id,quantidade,valor_unitario,desconto,custo_produto
271,155,163,3,1692.17,0.0,1235.37
272,156,45,3,1427.63,0.0,649.18
273,157,152,4,74.94,0.0,48.99
274,157,15,3,206.2,0.0,89.41
275,158,122,2,1533.34,0.0,1213.91
276,159,34,1,957.59,0.0,401.31
277,159,112,2,1079.04,0.0,485.89
278,160,10,2,1851.92,0.0,804.04
279,161,119,3,1743.46,0.0,764.22
280,161,80,1,1838.71,0.0,1403.47
281,162,63,1,1905.36,0.0,1490.14
282,163,100,1,21.34,0.0,9.5
283,164,15,2,206.2,0.0,89.41
284,165,168,4,1383.69,0.0,772.94
285,166,169,2,1294.51,0.0,892.02
286,167,192,4,1394.96,0.0,701.33
287,167,13,3,1576.56,0.0,1214.72
288,167,193,1,1286.49,0.0,650.46
289,168,44,5,1133.78,0.0,558.31
290,169,33,5,1699.17,0.0,1092.46
291,170,182,4,205.62,0.0,146.11
292,170,152,5,74.94,0.0,48.99
293,171,21,1,1550.37,0.0,740.39
294,172,175,1,124.17,0.0,66.58
295,173,108,2,380.52,0.0,185.67
296,173,17,1,1907.09,0.0,917.64
297,174,51,2,916.53,0.0,622.22
298,175,84,5,1367.58,0.0,557.96
299,176,171,5,964.56,0.0,672.88
300,177,164,5,855.87,0.0,415.6
301,178,110,5,370.66,0.0,261.98
302,179,141,3,803.29,0.0,419.39
303,179,113,1,241.55,0.0,119.77
304,179,122,5,1533.34,0.0,1213.91
305,180,38,1,1159.87,0.0,652.51
306,180,138,1,1358.21,0.0,571.38
307,181,116,1,1825.64,0.0,1227.86
308,182,43,5,1301.52,1203.43,968.32
309,182,142,4,1414.64,0.0,992.95
310,183,66,2,44.39,0.0,27.87
311,183,28,2,1272.35,0.0,527.11
312,184,137,4,1046.25,0.0,517.86
313,185,188,2,1304.63,0.0,906.36
314,186,137,4,1046.25,0.0,517.86
315,187,47,1,80.37,0.0,55.36
316,188,75,4,138.5,0.0,97.82
317,188,2,1,837.19,0.0,642.75
318,189,156,2,1666.63,0.0,1009.57
319,189,37,4,1546.53,0.0,654.92
320,190,50,2,1959.37,0.0,1210.65
321,191,89,3,571.99,0.0,318.33
322,191,176,1,193.11,0.0,115.54
323,192,132,3,481.94,0.0,268.63
324,193,107,2,1997.25,0.0,1191.75
325,194,127,4,274.15,0.0,190.98
326,194,68,3,1964.1,0.0,1434.5
327,195,173,1,690.68,0.0,376.23
328,195,33,2,1699.17,0.0,1092.46
329,196,65,3,1085.86,0.0,563.07
330,197,4,5,485.08,0.0,276.4
331,197,193,3,1286.49,0.0,650.46
332,198,139,3,724.92,0.0,563.55
333,199,24,5,230.86,0.0,152.2
334,199,74,3,161.49,0.0,100.7
335,200,33,2,1699.17,0.0,1092.46
336,200,155,3,514.03,0.0,246.82
337,201,71,4,1279.98,0.0,766.22
338,202,130,4,1026.46,0.0,684.18
339,202,78,1,1120.7,0.0,587.05
340,202,185,4,1346.26,0.0,659.71
341,203,21,2,1550.37,0.0,740.39
342,203,103,1,1779.65,0.0,828.81
343,204,24,3,230.86,144.71,152.2
344,204,173,5,690.68,326.67,376.23
345,205,29,4,212.82,0.0,167.38
346,205,6,5,210.87,0.0,118.71
347,206,84,3,1367.58,0.0,557.96
348,206,78,2,1120.7,0.0,587.05
349,206,52,2,758.6,0.0,349.5
350,207,153,2,1917.53,0.0,1273.36
351,207,135,2,336.54,0.0,262.1
352,208,19,1,1244.37,0.0,689.09
353,208,200,4,339.29,0.0,230.5
354,209,27,4,1540.8,0.0,825.81
355,210,5,2,1814.77,0.0,879.14
356,211,61,4,1721.54,0.0,1234.25
357,211,141,4,803.29,0.0,419.39
358,212,81,1,1867.35,0.0,1083.79
359,213,183,3,1244.16,442.34,704.79
360,214,163,4,1692.17,0.0,1235.37
361,215,142,5,1414.64,0.0,992.95
362,215,156,2,1666.63,0.0,1009.57
363,216,26,5,1350.64,0.0,734.78
364,217,30,3,728.37,0.0,348.68
365,217,105,2,1693.14,0.0,1118.35
366,218,93,2,713.59,0.0,539.18
367,218,183,2,1244.16,0.0,704.79
368,219,61,5,1721.54,0.0,1234.25
369,220,127,5,274.15,0.0,190.98
370,220,162,1,1313.35,0.0,970.54
371,221,128,1,669.04,0.0,385.97
372,222,174,4,225.06,0.0,118.08
373,222,127,4,274.15,0.0,190.98
374,222,10,5,1851.92,0.0,804.04
375,222,149,4,1426.18,0.0,1083.22
376,223,177,2,1162.25,0.0,785.93
377,223,13,1,1576.56,0.0,1214.72
378,224,2,2,837.19,0.0,642.75
379,224,170,3,799.03,0.0,458.9
380,224,191,5,449.7,0.0,329.73
381,224,115,5,1403.72,0.0,946.66
382,225,16,1,568.35,0.0,303.82
383,225,186,5,283.97,0.0,121.34
384,226,53,2,1759.36,0.0,784.62
385,227,40,1,497.75,91.39,212.91
386,227,126,4,258.32,0.0,135.69
387,227,99,1,1468.4,0.0,680.95
388,228,62,4,244.61,0.0,172.23
389,229,158,2,780.16,0.0,574.57
390,230,192,3,1394.96,0.0,701.33
391,230,62,2,244.61,0.0,172.23
392,231,31,2,1427.76,0.0,677.02
393,231,164,4,855.87,0.0,415.6
394,232,151,4,1890.0,0.0,1450.48
395,232,33,1,1699.17,0.0,1092.46
396,233,72,3,1578.05,0.0,673.47
397,233,121,4,1324.35,0.0,933.03
398,234,64,4,834.47,0.0,553.62
399,235,75,2,138.5,0.0,97.82
400,235,13,3,1576.56,0.0,1214.72
401,235,59,1,645.21,0.0,375.76
402,236,173,5,690.68,0.0,376.23
403,236,103,4,1779.65,0.0,828.81
404,236,48,4,94.01,37.84,39.69
405,236,13,3,1576.56,1163.8,1214.72
406,237,74,5,161.49,0.0,100.7
407,238,152,3,74.94,21.19,48.99
408,239,199,2,974.73,0.0,667.3
409,239,166,4,1401.09,0.0,578.92
410,239,28,3,1272.35,0.0,527.11
411,240,18,2,1640.19,0.0,682.92
412,241,64,2,834.47,0.0,553.62
413,242,34,4,957.59,0.0,401.31
414,242,159,2,650.97,0.0,303.93
415,243,115,2,1403.72,0.0,946.66
416,243,129,2,362.84,0.0,214.96
417,244,198,4,975.1,0.0,592.6
418,245,85,3,1568.21,0.0,639.21
419,245,92,2,278.56,0.0,154.3
420,246,85,3,1568.21,0.0,639.21
421,246,119,3,1743.46,0.0,764.22
422,246,145,3,315.99,0.0,252.57
423,247,131,2,1070.65,0.0,464.75
424,248,102,5,1321.27,0.0,743.25
425,248,156,5,1666.63,0.0,1009.57
426,248,1,2,940.68,0.0,693.18
427,248,187,5,1812.15,0.0,1098.72
428,249,12,4,189.4,0.0,115.44
429,249,81,5,1867.35,0.0,1083.79
430,250,179,4,1024.91,0.0,525.28
431,251,184,2,434.04,0.0,273.06
432,252,80,5,1838.71,0.0,1403.47
433,252,85,5,1568.21,0.0,639.21
434,252,198,4,975.1,868.67,592.6
435,253,15,4,206.2,0.0,89.41
436,253,186,4,283.97,0.0,121.34
437,253,142,2,1414.64,282.72,992.95
438,253,55,5,1625.56,0.0,1084.23
439,254,183,5,1244.16,0.0,704.79
440,254,45,5,1427.63,0.0,649.18
441,254,112,3,1079.04,0.0,485.89
442,255,181,5,1918.34,0.0,1274.22
443,256,51,4,916.53,0.0,622.22
444,257,72,1,1578.05,0.0,673.47
445,257,83,2,1632.46,317.4,1273.19
446,258,165,1,1679.14,0.0,729.8
447,259,163,5,1692.17,0.0,1235.37
448,259,71,5,1279.98,0.0,766.22
449,260,185,2,1346.26,0.0,659.71
450,261,172,3,368.33,0.0,227.04
451,261,67,3,44.24,0.0,32.1
452,262,122,1,1533.34,0.0,1213.91
453,263,190,5,211.2,0.0,93.15
454,264,119,5,1743.46,0.0,764.22
455,265,189,3,1012.17,0.0,623.86
456,266,20,1,923.5,0.0,524.66
457,267,171,3,964.56,0.0,672.88
458,268,94,1,1824.03,453.19,1151.49
459,269,126,3,258.32,0.0,135.69
460,269,34,3,957.59,0.0,401.31
461,270,18,5,1640.19,0.0,682.92
462,271,119,3,1743.46,0.0,764.22
463,272,76,5,1342.28,0.0,833.02
464,273,29,1,212.82,0.0,167.38
465,273,97,5,67.78,0.0,43.85
466,274,83,5,1632.46,0.0,1273.19
467,275,45,2,1427.63,0.0,649.18
468,276,55,4,1625.56,0.0,1084.23
469,277,132,1,481.94,0.0,268.63
470,277,42,1,275.79,0.0,193.08
471,278,144,5,600.21,0.0,262.77
472,279,79,2,761.85,0.0,305.66
473,279,197,2,26.75,0.0,19.26
474,280,124,3,143.66,0.0,100.67
475,280,168,5,1383.69,0.0,772.94
476,281,128,2,669.04,0.0,385.97
477,282,116,4,1825.64,0.0,1227.86
478,282,95,5,569.34,0.0,363.07
479,282,90,3,1137.0,0.0,867.42
480,282,28,1,1272.35,0.0,527.11
481,283,60,4,244.05,0.0,172.59
482,284,150,5,273.99,0.0,205.97
483,285,139,4,724.92,0.0,563.55
484,285,163,1,1692.17,0.0,1235.37
485,285,7,1,1075.18,0.0,590.15
486,286,151,2,1890.0,0.0,1450.48
487,287,125,3,869.45,0.0,500.76
488,287,9,5,703.35,0.0,545.99
489,287,57,5,1697.7,0.0,1322.44
490,287,70,4,79.77,0.0,59.42
491,288,174,4,225.06,0.0,118.08
492,289,121,3,1324.35,0.0,933.03
493,290,176,1,193.11,0.0,115.54
494,291,162,5,1313.35,0.0,970.54
495,291,143,5,815.94,0.0,462.44
496,291,93,3,713.59,0.0,539.18
497,291,95,2,569.34,0.0,363.07
498,292,153,5,1917.53,0.0,1273.36
499,293,93,5,713.59,0.0,539.18
500,293,103,2,1779.65,0.0,828.81
501,294,100,5,21.34,0.0,9.5
502,295,18,4,1640.19,0.0,682.92
503,295,63,4,1905.36,0.0,1490.14
504,296,84,4,1367.58,0.0,557.96
505,296,191,3,449.7,0.0,329.73
506,296,83,5,1632.46,0.0,1273.19
507,297,184,1,434.04,0.0,273.06
508,297,77,3,229.07,0.0,129.11
509,297,141,4,803.29,0.0,419.39
510,298,43,1,1301.52,0.0,968.32
511,299,128,1,669.04,0.0,385.97
512,299,125,2,869.45,0.0,500.76
513,300,6,1,210.87,0.0,118.71
514,301,155,3,514.03,0.0,246.82
515,301,56,2,1898.48,0.0,1281.98
516,301,169,3,1294.51,0.0,892.02
517,301,175,1,124.17,0.0,66.58
518,302,16,4,568.35,0.0,303.82
519,302,162,3,1313.35,0.0,970.54
520,302,112,4,1079.04,0.0,485.89
521,303,149,4,1426.18,0.0,1083.22
522,304,158,1,780.16,0.0,574.57
523,305,16,3,568.35,0.0,303.82
524,306,144,2,600.21,0.0,262.77
525,307,154,2,727.78,150.54,498.54
526,308,156,1,1666.63,0.0,1009.57
527,308,178,4,313.08,0.0,218.93
528,309,68,3,1964.1,0.0,1434.5
529,309,79,2,761.85,0.0,305.66
530,310,26,2,1350.64,0.0,734.78
531,311,16,1,568.35,0.0,303.82
532,311,103,4,1779.65,0.0,828.81
533,312,51,2,916.53,0.0,622.22
534,313,149,5,1426.18,0.0,1083.22
535,314,94,2,1824.03,0.0,1151.49
536,314,141,3,803.29,0.0,419.39
537,315,116,2,1825.64,0.0,1227.86
538,315,130,2,1026.46,184.51,684.18
539,316,192,2,1394.96,0.0,701.33
540,316,33,4,1699.17,0.0,1092.46
541,316,77,1,229.07,43.91,129.11
542,317,46,2,1450.83,0.0,811.15
543,318,48,5,94.01,0.0,39.69
544,319,105,1,1693.14,0.0,1118.35
545,320,176,1,193.11,38.69,115.54
546,321,87,2,1665.43,0.0,1319.95
547,322,27,2,1540.8,0.0,825.81
548,322,162,2,1313.35,0.0,970.54
549,323,176,1,193.11,0.0,115.54
550,324,36,3,631.0,241.56,410.1
551,324,92,5,278.56,0.0,154.3
552,325,86,5,1418.96,0.0,1031.96
553,326,181,4,1918.34,0.0,1274.22
554,327,150,3,273.99,0.0,205.97
555,327,102,5,1321.27,0.0,743.25
556,328,190,2,211.2,0.0,93.15
557,328,37,5,1546.53,0.0,654.92
558,328,74,2,161.49,0.0,100.7
559,328,171,4,964.56,0.0,672.88
560,329,12,5,189.4,0.0,115.44
561,330,191,3,449.7,0.0,329.73
562,331,144,4,600.21,0.0,262.77
563,331,89,2,571.99,0.0,318.33
564,332,173,5,690.68,0.0,376.23
565,333,6,4,210.87,0.0,118.71
566,333,31,2,1427.76,0.0,677.02
567,334,187,4,1812.15,0.0,1098.72
568,335,58,2,963.9,0.0,662.4
569,335,42,2,275.79,0.0,193.08
570,335,114,2,550.74,0.0,398.76
571,336,125,4,869.45,0.0,500.76
572,337,110,1,370.66,0.0,261.98
573,338,66,1,44.39,10.7,27.87
574,338,158,5,780.16,496.15,574.57
575,339,27,5,1540.8,0.0,825.81
576,339,188,4,1304.63,0.0,906.36
577,340,49,1,1454.6,0.0,796.35
578,341,139,3,724.92,0.0,563.55
579,342,10,5,1851.92,0.0,804.04
580,342,141,3,803.29,0.0,419.39
581,342,39,5,1123.5,354.74,845.6
582,343,47,1,80.37,0.0,55.36
583,344,127,4,274.15,0.0,190.98
584,345,190,4,211.2,0.0,93.15
585,345,32,3,821.57,0.0,594.11
586,345,170,1,799.03,0.0,458.9
587,345,135,2,336.54,0.0,262.1
588,346,177,5,1162.25,0.0,785.93
589,346,34,1,957.59,0.0,401.31
590,347,4,1,485.08,0.0,276.4
591,348,145,4,315.99,0.0,252.57
592,349,9,2,703.35,0.0,545.99
593,350,175,1,124.17,28.59,66.58
594,351,183,2,1244.16,0.0,704.79
595,352,49,5,1454.6,0.0,796.35
596,353,8,4,1132.93,0.0,657.5
597,353,50,4,1959.37,0.0,1210.65
598,353,51,3,916.53,0.0,622.22
599,353,12,4,189.4,0.0,115.44
600,354,68,1,1964.1,0.0,1434.5
601,354,92,5,278.56,0.0,154.3
602,354,8,4,1132.93,0.0,657.5
603,355,138,4,1358.21,0.0,571.38
604,356,164,2,855.87,0.0,415.6
605,356,129,3,362.84,0.0,214.96
606,357,114,5,550.74,0.0,398.76
607,357,5,5,1814.77,0.0,879.14
608,357,15,2,206.2,0.0,89.41
609,357,34,5,957.59,413.8,401.31
610,358,33,2,1699.17,0.0,1092.46
611,359,14,4,1299.6,0.0,584.06
612,360,152,2,74.94,0.0,48.99
613,360,139,3,724.92,0.0,563.55
614,361,153,1,1917.53,0.0,1273.36
615,361,80,3,1838.71,0.0,1403.47
616,362,195,5,1262.73,0.0,998.94
617,363,199,1,974.73,0.0,667.3
618,363,52,1,758.6,82.6,349.5
619,364,87,4,1665.43,0.0,1319.95
620,365,106,5,1387.22,0.0,988.49
621,366,195,4,1262.73,0.0,998.94
622,367,147,5,1448.67,0.0,1074.13
623,368,109,5,137.41,0.0,101.71
624,369,147,5,1448.67,0.0,1074.13
625,370,78,2,1120.7,0.0,587.05
626,371,127,2,274.15,0.0,190.98
627,371,39,1,1123.5,0.0,845.6
628,372,190,4,211.2,0.0,93.15
629,373,148,5,279.67,0.0,165.89
630,374,154,5,727.78,0.0,498.54
631,375,55,5,1625.56,0.0,1084.23
632,376,184,5,434.04,0.0,273.06
633,377,191,4,449.7,0.0,329.73
634,377,89,3,571.99,0.0,318.33
635,377,24,3,230.86,0.0,152.2
636,378,7,3,1075.18,0.0,590.15
637,379,109,3,137.41,0.0,101.71
638,380,2,1,837.19,0.0,642.75
639,380,90,1,1137.0,0.0,867.42
640,380,139,4,724.92,0.0,563.55
641,381,17,4,1907.09,0.0,917.64
642,382,65,1,1085.86,0.0,563.07
643,383,125,5,869.45,0.0,500.76
644,383,67,1,44.24,0.0,32.1
645,383,168,3,1383.69,0.0,772.94
646,383,62,1,244.61,0.0,172.23
647,384,118,3,1851.52,0.0,1004.31
648,384,163,4,1692.17,0.0,1235.37
649,384,121,5,1324.35,0.0,933.03
650,385,103,3,1779.65,0.0,828.81
651,386,31,3,1427.76,0.0,677.02
652,386,69,2,773.25,202.66,527.62
653,386,199,5,974.73,803.7,667.3
654,387,103,2,1779.65,0.0,828.81
655,388,32,4,821.57,0.0,594.11
656,388,151,1,1890.0,0.0,1450.48
657,389,151,3,1890.0,382.65,1450.48
658,390,10,3,1851.92,0.0,804.04
659,391,84,5,1367.58,0.0,557.96
660,392,168,2,1383.69,0.0,772.94
661,393,161,1,1724.47,0.0,735.43
662,393,178,1,313.08,0.0,218.93
663,393,3,3,1836.27,0.0,1338.35
664,393,172,4,368.33,0.0,227.04
665,394,102,5,1321.27,0.0,743.25
666,394,32,4,821.57,0.0,594.11
667,394,194,3,1708.15,0.0,1328.97
668,395,66,5,44.39,38.48,27.87
669,395,112,4,1079.04,0.0,485.89
670,396,108,2,380.52,0.0,185.67
671,396,70,3,79.77,0.0,59.42
672,396,39,5,1123.5,0.0,845.6
